21 - Adjusted net enrolment rate in primary education by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2007,Male,88.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2007,Both sexes,89.56,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,93.27,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Male,89.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Both sexes,91.53,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2010,Female,92.57,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2010,Male,90.58,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2010,Both sexes,91.57,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2004,Both sexes,98.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2002,Female,94.26,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2002,Male,98.64,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2002,Both sexes,96.46,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2013,Female,91.05,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2013,Male,90.64,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2013,Both sexes,90.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2014,Female,91.16,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2014,Male,91.65,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2014,Both sexes,91.41,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2015,Female,90.29,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2015,Male,92.41,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2015,Both sexes,91.36,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2017,Female,96.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:03,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2017,Male,97.26,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:17,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,678,Sao Tome and Principe,2017,Both sexes,97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:32,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1999,Female,50.15,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1999,Male,59.65,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1999,Both sexes,54.95,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2003,Female,62.02,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2003,Male,67.59,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2003,Both sexes,64.83,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2008,Female,70.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2008,Male,68.93,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2008,Both sexes,69.94,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2000,Female,54.34,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2000,Male,61.8,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2000,Both sexes,58.1,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2005,Female,63.22,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2005,Male,64.79,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2005,Both sexes,64.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2007,Female,69.4,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2007,Male,68.78,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2007,Both sexes,69.09,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2009,Female,71.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2009,Male,68.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2009,Both sexes,70.34,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2010,Female,73.23,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2010,Male,69.31,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2010,Both sexes,71.25,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1996,Female,43.78,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1996,Male,54.53,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1996,Both sexes,49.2,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1998,Female,51.39,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1998,Male,60.54,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1998,Both sexes,56.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2004,Female,61.71,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2004,Male,64.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2004,Both sexes,62.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2006,Female,66.27,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2006,Male,66.71,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2006,Both sexes,66.49,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2011,Female,74.09,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2011,Male,69.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2011,Both sexes,71.77,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1997,Female,48.25,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1997,Male,58.52,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,1997,Both sexes,53.43,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2012,Female,77.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2012,Male,71.88,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2012,Both sexes,74.75,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2013,Female,76.58,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2013,Male,70.67,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2013,Both sexes,73.59,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2014,Female,77.44,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2014,Male,71.17,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2014,Both sexes,74.27,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2015,Female,77.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2015,Male,70.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2015,Both sexes,74.19,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2016,Female,75.99,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:03,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2016,Male,68.77,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:17,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,686,Senegal,2016,Both sexes,72.34,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:32,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2003,Female,94.28,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2003,Male,95.9,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2003,Both sexes,95.1,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2000,Female,94.9,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2000,Male,91.47,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2000,Both sexes,93.14,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2005,Female,94.74,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2005,Male,96.26,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2005,Both sexes,95.52,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,1996,Female,93.18,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,1996,Male,90.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,1996,Both sexes,92.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,1998,Both sexes,99.45,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2001,Female,86.89,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2001,Male,85.27,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2001,Both sexes,86.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2004,Female,95.07,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2004,Male,95.67,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2004,Both sexes,95.38,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,1995,Female,93.18,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:55,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,1995,Male,90.21,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:11,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,1995,Both sexes,91.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:26,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2002,Female,93.24,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2002,Male,93.54,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,690,Seychelles,2002,Both sexes,93.39,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2012,Female,92.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2012,Male,93.87,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2012,Both sexes,93.26,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2013,Female,98.56,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2013,Male,98.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2013,Both sexes,98.68,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2015,Female,94.85,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2015,Male,95.1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2015,Both sexes,94.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2016,Female,99.46,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:03,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2016,Male,98.89,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:17,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,694,Sierra Leone,2016,Both sexes,99.18,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:32,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,1999,Female,95.43,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,1999,Male,92.81,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,1999,Both sexes,94.12,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2003,Female,93.61,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2003,Male,91.44,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2003,Both sexes,92.52,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2000,Female,92.96,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2000,Male,91.4,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2000,Both sexes,92.18,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2005,Female,91.88,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2005,Male,90.13,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2005,Both sexes,91,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,1998,Female,94.52,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,1998,Male,91.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,1998,Both sexes,93.21,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2001,Female,93.45,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2001,Male,91.05,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
